id,title,abstract,categories,authors,update_date
0804.0290,Charged oscillator in a heat bath in the presence of a magnetic field &   third law of thermodynamics,"The quantum thermodynamic behaviour of a charged oscillator in the presence of a magnetic field and coupled to a heat bath through different coupling schemes is obtained analytically. It is shown that finite dissipation substitutes the zero-coupling result of exponential decay of entropy by a power law behaviour at low temperature. For the coordinate-coordinates coupling scheme the low temperature explicit results for the case of Ohmic, exponentially correlated and more generalized heat bath models are derived. In all the above mentioned cases free energy and entropy vanish linearly with temperature ($T$) as $T\to 0$ in conformity with Nernst's theorem. It is seen that coordinate (velocity)-velocities (coordinates) coupling is much more beneficial than the coordinate-coordinates coupling to ensure third law of thermodynamics. The case of radiation heat bath shows $T^3$ decay behaviour for entropy as $T\to 0$. It is observed that at low temperature free energy and entropy decay faster for the velocity-velocities scheme than any other coupling schemes. This implies velocity-velocities coupling scheme is the most advantageous coupling scheme in restoring the third law of thermodynamics. It is shown that the low temperature thermodynamic functions are independent of magnetic field for all the above mentioned cases except the without dissipation case.",cond-mat.stat-mech cond-mat.other,Malay Bandyopadhyay,2008-04-03
0711.3899,Stable pairs and BPS invariants,We define the BPS invariants of Gopakumar-Vafa in the case of irreducible curve classes on Calabi-Yau 3-folds. The main tools are the theory of stable pairs in the derived category and Behrend's constructible function approach to the virtual class. We prove that for irreducible classes the stable pairs generating function satisfies the strong BPS rationality conjectures.   We define the contribution of each curve to the BPS invariants. A curve $C$ only contributes to the BPS invariants in genera lying between the geometric genus and arithmetic genus of $C$. Complete formulae are derived for nonsingular and nodal curves.   A discussion of primitive classes on K3 surfaces from the point of view of stable pairs is given in the Appendix via calculations of Kawai-Yoshioka. A proof of the Yau-Zaslow formula for rational curve counts is obtained. A connection is made to the Katz-Klemm-Vafa formula for BPS counts in all genera.,math.AG hep-th,R. Pandharipande and R. P. Thomas,2017-05-24
0808.3954,Emerging attractors and the transition from dissipative to conservative   dynamics,"The topological structure of basin boundaries plays a fundamental role in the sensitivity to the initial conditions in chaotic dynamical systems. Herewith we present a study on the dynamics of dissipative systems close to the Hamiltonian limit, emphasising the increasing number of periodic attractors and on the structural changes in their basin boundaries as the dissipation approaches zero. We show numerically that a power law with nontrivial exponent describes the growth of the total number of periodic attractors as the damping is decreased. We also establish that for small scales the dynamics is governed by \emph{effective} dynamical invariants, whose measure depends not only on the region of the phase space, but also on the scale under consideration. Therefore, our results show that the concept of effective invariants is also relevant for dissipative systems.",nlin.CD,"Christian S. Rodrigues, and Alessandro P. S. de Moura, and Celso
  Grebogi",2009-09-29
0805.1351,"Anisotropic flow: Achievements, Difficulties, Expectations","Anisotropic flow measurements play a crucial role in understanding the physics and bulk properties of the system created in heavy ion collisions. In this talk I briefly review the most important results obtained so far, recent developments in the analysis techniques and the interpretation of the results, and what should we expect next, both at RHIC and LHC. I also discuss event anisotropies sensitive to the strong parity violation effects.",nucl-ex,Sergei A. Voloshin,2008-11-26
0807.1750,A Markovian growth dynamics on rooted binary trees evolving according to   the Gompertz curve,"Inspired by biological dynamics, we consider a growth Markov process taking values on the space of rooted binary trees, similar to the Aldous-Shields model. Fix $n\ge 1$ and $\beta>0$. We start at time 0 with the tree composed of a root only. At any time, each node with no descendants, independently from the other nodes, produces two successors at rate $\beta(n-k)/n$, where $k$ is the distance from the node to the root. Denote by $Z_n(t)$ the number of nodes with no descendants at time $t$ and let $T_n = \beta^{-1} n \ln(n /\ln 4) + (\ln 2)/(2 \beta)$. We prove that $2^{-n} Z_n(T_n + n \tau)$, $\tau\in\bb R$, converges to the Gompertz curve $\exp (- (\ln 2) e^{-\beta \tau})$. We also prove a central limit theorem for the martingale associated to $Z_n(t)$.",q-bio.CB math-ph math.MP q-bio.QM stat.OT,"C. Landim, R. D. Portugal, B. F. Svaiter",2012-08-14
0812.0160,Tumor suppressor and anti-inflammatory protein: an expanded view on   insulin-degrading enzyme (IDE),"In 1994, I conjectured that insulin-degrading enzyme (IDE) acts as an inhibitor of malignant transformation by degrading insulin and thus preventing this major growth-stimulatory hormone from binding and thereby inactivating the retinoblastoma tumor suppressor protein (RB). Ten years later, I discovered that a carboxyterminal RB amino acid sequence resembles the catalytic center of IDE. This structural homology raised the possibility that insulin degradation is a basic mechanism for tumor suppression shared by RB and IDE. Subsequently, a first immunohistochemical study on the differential expression of human IDE in normal tissues, primary tumors and their corresponding lymph node metastases further corroborated the initial conjecture on IDE being an antineoplastic molecule. In this report, it is shown that IDE harbors ankyrin repeat-like amino acid sequences through which it might bind and, as a result, antagonize the pro-inflammatory factor NF-kappaB as well as cyclin-dependent kinases (CDKs). As equally revealed here, IDE also contains 2 RXL cyclin-binding motifs which could contribute to its presumed inhibition of CDKs. These new findings suggest that IDE is potentially able to suppress both inflammation and oncogenesis by several mechanisms that ultimately ensure RB function.",q-bio.BM q-bio.SC,Razvan Tudor Radulescu,2008-12-02
0806.4034,Data linkage dynamics with shedding,"We study shedding in the setting of data linkage dynamics, a simple model of computation that bears on the use of dynamic data structures in programming. Shedding is complementary to garbage collection. With shedding, each time a link to a data object is updated by a program, it is determined whether or not the link will possibly be used once again by the program, and if not the link is automatically removed. Thus, everything is made garbage as soon as it can be viewed as garbage. By that, the effectiveness of garbage collection becomes maximal.",cs.LO,"J. A. Bergstra, C. A. Middelburg",2012-10-20
0705.3635,First-Order Type Effects in YBa$_2$Cu$_3$O$_{6+x}$ at the Onset of   Superconductivity,"We present results of Raman scattering experiments on tetragonal ${\rm (Y_{1-y}Ca_{y})Ba_{2}Cu_{3}O_{6+x}}$ for doping levels $p(x,y)$ between 0 and 0.07 holes/CuO$_2$. Below the onset of superconductivity at $p_{\rm sc1} \approx 0.06$, we find evidence of a diagonal superstructure. At $p_{\rm sc1}$, lattice and electron dynamics change discontinuously with the charge and spin properties being renormalized at all energy scales. The results indicate that charge ordering is intimately related to the transition at $p_{\rm sc1}$ and that the maximal transition temperature to superconductivity at optimal doping $T_{c}^{\rm max}$ depends on the type of ordering at $p>p_{\rm sc1}$.",cond-mat.supr-con cond-mat.str-el,"L. Tassini, W. Prestel, A. Erb, M. Lambacher, R. Hackl",2008-08-27
0707.2887,Kelvin-Helmholtz modes revealed by the transversal structure of the jet   in 0836+710,"Studying transversal structure in extragalactic jets is crucial for understanding their physics. The Japanese led space VLBI project VSOP has offered arguably the best opportunity for such studies, by reaching baseline lengths of up to 36,000 km and resolving structures down to an angular size of 0.3 mas at 5 GHz. VSOP observations of the jet in 0836+710 at 1.6 and 5 GHz have enabled tracing the radial structure of the flow on scales from 2 mas to 200 mas and determining the wavelengths of individual oscillatory modes responsible for the formation of the structure observed. We conclude that these modes are produced by Kelvin-Helmholtz instability in a sheared relativistic flow. Our results point towards the stratification of the jet and the growth of different modes at different jet radii. We also discuss the implications of the driving frequency on the physics of the active nucleus of the quasar.",astro-ph,M. Perucho and A. P. Lobanov,2007-07-20
0706.3202,Source Matching in the SDSS and RASS: Which Galaxies are Really X-ray   Sources?,"The current view of galaxy formation holds that all massive galaxies harbor a massive black hole at their center, but that these black holes are not always in an actively accreting phase. X-ray emission is often used to identify accreting sources, but for galaxies that are not harboring quasars (low-luminosity active galaxies), the X-ray flux may be weak, or obscured by dust. To aid in the understanding of weakly accreting black holes in the local universe, a large sample of galaxies with X-ray detections is needed. We cross-match the ROSAT All Sky Survey (RASS) with galaxies from the Sloan Digital Sky Survey Data Release 4 (SDSS DR4) to create such a sample. Because of the high SDSS source density and large RASS positional errors, the cross-matched catalog is highly contaminated by random associations. We investigate the overlap of these surveys and provide a statistical test of the validity of RASS-SDSS galaxy cross-matches. SDSS quasars provide a test of our cross-match validation scheme, as they have a very high fraction of true RASS matches. We find that the number of true matches between the SDSS main galaxy sample and the RASS is highly dependent on the optical spectral classification of the galaxy; essentially no star-forming galaxies are detected, while more than 0.6% of narrow-line Seyferts are detected in the RASS. Also, galaxies with ambiguous optical classification have a surprisingly high RASS detection fraction. This allows us to further constrain the SEDs of low-luminosity active galaxies. Our technique is quite general, and can be applied to any cross-matching between surveys with well-understood positional errors.",astro-ph,"John K. Parejko, Anca Constantin, Michael S. Vogeley (Drexel
  University), and Fiona Hoyle (Widener University)",2008-11-26
0803.2158,Measurement of the Moments of the Photon Energy Spectrum in B -> X_s   gamma Decays and Determination of |V_cb| and m_b at Belle,"Using the previous Belle measurement of the inclusive photon energy in $B\to X_s\gamma$ decays, we determine the first and second moments of this spectrum for minimum photon energies in the $B$ meson rest frame ranging from 1.8 to 2.3 GeV. Combining these measurements with recent Belle data on the lepton energy and hadronic mass moments in $B\to X_c\ell\nu$ decays, we perform fits to theoretical expressions derived in the 1S and kinetic mass schemes and extract the magnitude of the Cabibbo-Kobayashi-Maskawa (CKM) matrix element $V_{cb}$, the $b$-quark mass and other non-perturbative parameters. In the 1S scheme analysis we find $|V_{cb}|=(41.56\pm 0.68(\mathrm{fit})\pm 0.08(\tau_B))\times 10^{-3}$ and $m_b^\mathrm{1S}=(4.723\pm 0.055)$ GeV. In the kinetic scheme, we obtain $|V_{cb}|=(41.58\pm 0.69(\mathrm{fit})\pm 0.08(\tau_B)\pm 0.58(\mathrm{th}))\times 10^{-3}$ and $m_b^\mathrm{kin}=(4.543\pm 0.075)$ GeV.",hep-ex,"Belle Collaboration: C.Schwanda, P.Urquijo, E.Barberio, A. Limosani,
  et al",2008-11-26
0711.2638,Functionally Graded Media,"The notions of uniformity and homogeneity of elastic materials are reviewed in terms of Lie groupoids and frame bundles. This framework is also extended to consider the case Functionally Graded Media, which allows us to obtain some homogeneity conditions.",math.DG math-ph math.MP,"Cedric M. Campos, Marcelo Epstein, Manuel de Leon",2009-11-13
0712.2225,How to Enhance Dephasing Time in Superconducting Qubits,"We theoretically investigate the influence of designed pulse sequences in restoring quantum coherence lost due to background noise in superconducting qubits. We consider both 1/f noise and Random Telegraph Noise, and show that the qubit coherence time can be substantially enhanced by carefully engineered pulse sequences. Conversely, the time dependence of qubit coherence under external pulse sequences could be used as a spectroscopic tool for extracting the noise mechanisms in superconducting qubits, i.e. by using Uhrig's pulse sequence one can obtain information about moments of the spectral density of noise. We also study the effect of pulse sequences on the evolution of the qubit affected by a strongly coupled fluctuator, and show that the non-Gaussian features in decoherence are suppressed by the application of pulses.",cond-mat.mes-hall cond-mat.supr-con quant-ph,"L. Cywinski, R.M. Lutchyn, C.P. Nave, S. Das Sarma",2008-06-19
0712.3515,Hom-algebras and homology,"Classes of $G$-Hom-associative algebras are constructed as deformations of $G$-associative algebras along algebra endomorphisms. As special cases, we obtain Hom-associative and Hom-Lie algebras as deformations of associative and Lie algebras, respectively, along algebra endomorphisms. Chevalley-Eilenberg type homology for Hom-Lie algebras are also constructed.",math.RA math.QA,Donald Yau,2009-08-22
0808.0658,Advances in the measurement of the Lense-Thirring effect with Satellite   Laser Ranging in the gravitational field of the Earth,In this Chapter we deal with the attempts to measure the general relativistic gravitomagnetic Lense-Thirring effect with the Satellite Laser Ranging (SLR) technique applied to the existing LAGEOS and LAGEOS II terrestrial satellites and to the recently approved LARES.,gr-qc astro-ph physics.geo-ph physics.space-ph,Lorenzo Iorio,2010-07-06
0811.3789,Classical and quantum dimers on the star lattice,"We consider dimers on the star lattice (aka the 3-12, Fisher, expanded kagome or triangle-honeycomb lattice). We show that dimer coverings on this lattice have Z_2 arrow and pseudo-spin representations analogous to those for the kagome lattice, and use these to construct an exactly solvable quantum dimer model (QDM) with a Rokhsar-Kivelson (RK) ground state. This QDM, first discussed by Moessner and Sondhi from a different point of view, is the star-lattice analogue of a kagome-lattice QDM analyzed by Misguich et al. We give a detailed analysis of various properties of the classical equal-weight dimer model on the star lattice, most of which are related to those of the RK state. Using both the arrow representation and the fermionic path integral formulation of the Pfaffian method, we calculate the number of dimer coverings, dimer occupation probabilities, and dimer, vison, and monomer correlation functions. We show that a dimer is uncorrelated with dimers further away than on neighboring triangles, that the vison-vison correlation function vanishes, and that the monomer-monomer correlation function equals 1/4 regardless of the monomer positions (with one exception). A key result in the fermionic approach is the vanishing of the two-point Green function beyond a short distance. These properties are very similar to those of dimers on the kagome lattice. We also discuss some generalizations involving arrow representations for dimer coverings on ""general Fisher lattices"" and their ""reduced"" lattices, with the kagome, squagome, and triangular kagome lattice being examples of the latter.",cond-mat.str-el cond-mat.stat-mech,John Ove Fjaerestad,2008-11-25
0806.4421,Split reductions of simple abelian varieties,"Consider an absolutely simple abelian variety X over a number field K. If the absolute endomorphism ring of X is commutative and satisfies certain parity conditions, then the reduction X_p is absolutely simple for almost all p. Conversely, if the absolute endomorphism ring of X is noncommutative, then X_p is reducible for p in a set of positive density.",math.NT,Jeff Achter,2020-02-28
0704.2093,New Parameterization in Muon Decay and the Type of Emitted Neutrino. II,"In a previous paper, new sets of parameters to replace the Michel parameters were proposed to analyze data for the muon decay $\mu^{+} \to e^{+}\nu_{e}\bar{\nu_{\mu}}$. Both $(V-A)$ and $(V+A)$ charged currents with finite neutrino mass have been used to study this decay. In the present paper, this parameterization is extended to a more general form, and a method for data analysis (least squares) is discussed for the propose of determining the rate of contribution from the $(V+A)$ current. We find that there is a simple form in which the set of parameters is related primitively to the physical quantities. It is shown that the Michel parameters are one of the other sets that are obtained from this simple form by rearranging one term. We derive the condition to obtain the same information regarding unknown physical quantities in the case that the data are analyzed using these simple and rearranged forms separately. We find that there is some possibility to get different results from these analyses, because the equivalent condition is very delicate and the QED radiative corrections should be treated carefully. We propose a consistent formula for data analysis. It is useful to compare the value obtained in the least squares fit using the simple form with that obtained using the prediction of the standard model, because a large difference is not expected, especially in the case of the Majorana neutrino. Finally, we point out that the method we proposed to determine the type of neutrino in the previous paper is incorrect.",hep-ph,"Masaru Doi, Tsuneyuki Kotani, Hiroyuki Nishiura",2010-01-07
0810.2421,Theoretical study of the magnetization dynamics of non-dilute   ferrofluids,"The paper is devoted to the theoretical investigation of the magnetodipolar interparticle interaction effect on remagnetization dynamics in moderately concentrated ferrofluids. We consider a homogeneous (without particle aggregates) ferrofluid consisting of identical spherical particles and employ a rigid dipole model, where magnetic moment of a particle is fixed with respect to the particle itself. In particular, for the magnetization relaxation after the external field is instantly switched off, we show that the magnetodipolar interaction leads to the increase of the initial magnetization relaxation time. For the complex ac-susceptibility we find that the this interaction leads to an overall increase of the imaginary susceptibility part and shifts the peak on its frequency dependence towards lower frequencies. Comparing results obtained with our analytical approach (second order virial expansion) to numerical simulation data (Langevin dynamics method), we demonstrate that the employed virial expansion approximation gives a good qualitative description of the ferrofluid magnetization dynamics and provides a satisfactory quantitative agreement with numerical simulations for the dc magnetization relaxation - up to the particle volume fraction c ~ 10% and for the ac-susceptibility - up to c ~ 5 %.",cond-mat.soft cond-mat.mes-hall,"D.V. Berkov, L.Yu. Iskakova, A.Yu. Zubarev",2009-11-13
0810.2925,"Non-K\""ahler Expanding Ricci Solitons","We produce new examples of non-K\""ahler complete expanding gradient Ricci solitons on trivial vector bundles over a product of Einstein manifolds with positive scalar curvature.",math.DG,Andrew S. Dancer and McKenzie Y. Wang,2008-11-25
0804.0582,Finite Temperature Theory of Metastable Anharmonic Potentials,"The decay rate for a particle in a metastable cubic potential is investigated in the quantum regime by the Euclidean path integral method in semiclassical approximation. The imaginary time formalism allows one to monitor the system as a function of temperature. The family of classical paths, saddle points for the action, is derived in terms of Jacobian elliptic functions whose periodicity sets the energy-temperature correspondence. The period of the classical oscillations varies monotonically with the energy up to the sphaleron, pointing to a smooth crossover from the quantum to the activated regime. The softening of the quantum fluctuation spectrum is evaluated analytically by the theory of the functional determinants and computed at low $T$ up to the crossover. In particular, the negative eigenvalue, causing an imaginary contribution to the partition function, is studied in detail by solving the Lam\`{e} equation which governs the fluctuation spectrum. For a heavvy particle mass, the decay rate shows a remarkable temperature dependence mainly ascribable to a low lying soft mode and, approaching the crossover, it increases by a factor five over the predictions of the zero temperature theory. Just beyond the peak value, the classical Arrhenius behavior takes over. A similar trend is found studying the quartic metastable potential but the lifetime of the latter is longer by a factor ten than in a cubic potential with same parameters. Some formal analogies with noise-induced transitions in classically activated metastable systems are discussed.",cond-mat.stat-mech,Marco Zoli,2008-04-22
0808.3698,Monopoles in the presence of the Chern-Simons term via the   Julia-Toulouse approach,"We study $QED_3$ with magnetic-like defects using the Julia-Toulouse condensation mechanism (JTM). By a careful treatment of the symmetries we suggest a geometrical interpretation for distinct debatable issues in the MCS-monopole system: (i) the induction of the non-conserved electric current together with the Chern-Simons term (CS), (ii) the deconfinement transition and, (iii) the computation of the fermionic determinant in the presence of Dirac string singularities. The JTM leads to proper interpretation of the non-conserved current as originating from Dirac brane symmetry breaking. The mechanism behind this symmetry breaking is clarified. The physical origin of the deconfinement transition becomes evident in the low energy effective theory induced by the JTM. The proper procedure to compute the fermionic determinant in the presence of Dirac branes will be presented. A byproduct of this approach is the possible appearance of statistical transmutation and the clarification for the different quantization rules for the topological mass.",hep-th,"L. S. Grigorio, M. S. Guimaraes, C. Wotzasek",2009-04-06
0812.2647,A lower bound on Seshadri constants of hyperplane bundles on threefolds,We give the lower bound on Seshadri constants for the case of very ample line bundles on threefolds. We consider the situation when the Seshadri constant is strictly less than 2 and give a version of Bauer's theorem \cite[Theorem 2.1]{B1} for singular surfaces so we can prove the same result for smooth threefolds.,math.AG,Kungho Chan,2008-12-16
0710.3347,The compact group--fossil group connection: observations of a massive   compact group at z=0.22,"It has been suggested that fossil groups could be the cannibalized remains of compact groups, that lost energy through tidal friction. However, in the nearby universe, compact groups which are close to the merging phase and display a wealth of interacting features (such as HCG 31 and HCG 79) have very low velocity dispersions and poor neighborhoods, unlike the massive, cluster-like fossil groups studied to date. In fact, known z=0 compact groups are very seldom embedded in massive enough structures which may have resembled the intergalactic medium of fossil groups. In this paper we study the dynamical properties of CG6, a massive compact group at z=0.220 that has several properties in common with known fossil groups. We report on new g' and i' imaging and multi-slit spectroscopic performed with GMOS on Gemini South. The system has 20 members, within a radius of 1 h_70^-1 Mpc, a velocity dispersion of 700 km/s and has a mass of 1.8 x 10^14 h_70^-1 Msun, similar to that of the most massive fossil groups known. The merging of the four central galaxies in this group would form a galaxy with magnitude M_r' ~ -23.4, typical for first-ranked galaxies of fossil groups. Although nearby compact groups with similar properties to CG 6 are rare, we speculate that such systems occurred more frequently in the past and they may have been the precursors of fossil groups.",astro-ph,Claudia L. Mendes de Oliveira and Eleazar R. Carrasco,2009-11-13
0708.2405,PT-symmetry and Integrability,"We briefly explain some simple arguments based on pseudo Hermiticity, supersymmetry and PT-symmetry which explain the reality of the spectrum of some non-Hermitian Hamiltonians. Subsequently we employ PT-symmetry as a guiding principle to construct deformations of some integrable systems, the Calogero-Moser-Sutherland model and the Korteweg deVries equation. Some properties of these models are discussed.",quant-ph hep-th,Andreas Fring,2008-04-17
0802.1312,Untangling polygons and graphs,"Untangling is a process in which some vertices of a planar graph are moved to obtain a straight-line plane drawing. The aim is to move as few vertices as possible. We present an algorithm that untangles the cycle graph C_n while keeping at least \Omega(n^{2/3}) vertices fixed. For any graph G, we also present an upper bound on the number of fixed vertices in the worst case. The bound is a function of the number of vertices, maximum degree and diameter of G. One of its consequences is the upper bound O((n log n)^{2/3}) for all 3-vertex-connected planar graphs.",cs.CG cs.DM,Josef Cibulka,2011-02-07
0705.1897,Neutrino telescope modelling of Lorentz invariance violation in   oscillations of atmospheric neutrinos,"One possible feature of quantum gravity may be the violation of Lorentz invariance. In this paper we consider one particular manifestation of the violation of Lorentz invariance, namely modified dispersion relations for massive neutrinos. We show how such modified dispersion relations may affect atmospheric neutrino oscillations. We then consider how neutrino telescopes, such as ANTARES, may be able to place bounds on the magnitude of this type of Lorentz invariance violation.",astro-ph hep-ph,"Dean Morgan, Elizabeth Winstanley, Jurgen Brunner and Lee F. Thompson",2009-11-13
0807.0689,Stacks in canonical RNA pseudoknot structures,"In this paper we study the distribution of stacks in $k$-noncrossing, $\tau$-canonical RNA pseudoknot structures ($<k,\tau> $-structures). An RNA structure is called $k$-noncrossing if it has no more than $k-1$ mutually crossing arcs and $\tau$-canonical if each arc is contained in a stack of length at least $\tau$. Based on the ordinary generating function of $<k,\tau>$-structures \cite{Reidys:08ma} we derive the bivariate generating function ${\bf T}_{k,\tau}(x,u)=\sum_{n \geq 0} \sum_{0\leq t \leq \frac{n}{2}} {\sf T}_{k, \tau}^{} (n,t) u^t x^n$, where ${\sf T}_{k,\tau}(n,t)$ is the number of $<k,\tau>$-structures having exactly $t$ stacks and study its singularities. We show that for a certain parametrization of the variable $u$, ${\bf T}_{k,\tau}(x,u)$ has a unique, dominant singularity. The particular shift of this singularity parametrized by $u$ implies a central limit theorem for the distribution of stack-numbers. Our results are of importance for understanding the ``language'' of minimum-free energy RNA pseudoknot structures, generated by computer folding algorithms.",math.CO math.GM,Hillary S.W. Han and Christian M. Reidys,2008-07-08
0804.4842,On the Index and the Order of Quasi-regular Implicit Systems of   Differential Equations,"This paper is mainly devoted to the study of the differentiation index and the order for quasi-regular implicit ordinary differential algebraic equation (DAE) systems. We give an algebraic definition of the differentiation index and prove a Jacobi-type upper bound for the sum of the order and the differentiation index. Our techniques also enable us to obtain an alternative proof of a combinatorial bound proposed by Jacobi for the order.   As a consequence of our approach we deduce an upper bound for the Hilbert-Kolchin regularity and an effective ideal membership test for quasi-regular implicit systems. Finally, we prove a theorem of existence and uniqueness of solutions for implicit differential systems.",math.AC math.CA,"Lisi D'Alfonso, Gabriela Jeronimo, Gustavo Massaccesi, Pablo Solern\'o",2008-11-19
0803.4439,Periodic unique beta-expansions: the Sharkovskii ordering,"Let $\beta\in(1,2)$. Each $x\in[0,\frac{1}{\beta-1}]$ can be represented in the form \[ x=\sum_{k=1}^\infty \epsilon_k\beta^{-k}, \] where $\epsilon_k\in\{0,1\}$ for all $k$ (a $\beta$-expansion of $x$). If $\beta>\frac{1+\sqrt5}{2}$, then, as is well known, there always exist $x\in(0,\frac1{\beta-1})$ which have a unique $\be$-expansion.   In the present paper we study (purely) periodic unique $\beta$-expansions and show that for each $n\ge2$ there exists $\beta_n\in[\frac{1+\sqrt5}{2},2)$ such that there are no unique periodic $\beta$-expansions of smallest period $n$ for $\beta\le\beta_n$ and at least one such expansion for $\beta>\beta_n$.   Furthermore, we prove that $\beta_k<\beta_m$ if and only if $k$ is less than $m$ in the sense of the Sharkovski\u{\i} ordering. We give two proofs of this result, one of which is independent, and the other one links it to the dynamics of a family of trapezoidal maps.",math.DS math.NT,"Jean-Paul Allouche, Matthew Clarke, Nikita Sidorov",2011-06-21
0804.2256,The Gamma Ray Burst section of the White Paper on the Status and Future   of Very High Energy Gamma Ray Astronomy: A Brief Preliminary Report,"This is a short report on the preliminary findings of the gamma ray burst (GRB) working group for the white paper on the status and future of very high energy (VHE; >50 GeV) gamma-ray astronomy. The white paper discusses the status of past and current attempts to observe GRBs at GeV-TeV energies, including a handful of low-significance, possible detections. The white paper concentrates on the potential of future ground-based gamma-ray experiments to observe the highest energy emission ever recorded for GRBs, particularly for those that are nearby and have high Lorentz factors in the GRB jet. It is clear that the detection of VHE emission would have strong implications for GRB models, as well as cosmic ray origin. In particular, the extended emission phase (including both afterglow emission and possible flaring) of nearby long GRBs could provide the best possibility for detection. The difficult-to-obtain observations during the prompt phase of nearby long GRBs and short GRBs could also provide particularly strong constraints on the opacity and bulk Lorentz factors surrounding the acceleration site. The synergy with upcoming and existing observatories will, of course, be critical for both identification of GRBs and for multiwavelength/multimessenger studies.",astro-ph,"A. D. Falcone, D. A. Williams, M. G. Baring, R. Blandford, V.
  Connaughton, P. Coppi, C. Dermer, B. Dingus, C. Fryer, N. Gehrels, J. Granot,
  D. Horan, J. I. Katz, K. Kuehn, P. Meszaros, J. Norris, P. Saz Parkinson, A.
  Peer, E. Ramirez-Ruiz, S. Razzaque, X. Wang, B. Zhang",2009-06-23
0706.1713,Dynamics of the giant planets of the solar system in the gaseous   proto-planetary disk and relationship to the current orbital architecture,"We study the orbital evolution of the 4 giant planets of our solar system in a gas disk. Our investigation extends the previous works by Masset and Snellgrove (2001) and Morbidelli and Crida (2007, MC07), which focussed on the dynamics of the Jupiter-Saturn system. The only systems that we found to reach a steady state are those in which the planets are locked in a quadruple mean motion resonance (i.e. each planet is in resonance with its neighbor). In total we found 6 such configurations. For the gas disk parameters found in MC07, these configurations are characterized by a negligible migration rate. After the disappearance of the gas, and in absence of planetesimals, only two of these six configurations (the least compact ones) are stable for a time of hundreds of millions of years or more. The others become unstable on a timescale of a few My. Our preliminary simulations show that, when a planetesimal disk is added beyond the orbit of the outermost planet, the planets can evolve from the most stable of these configurations to their current orbits in a fashion qualitatively similar to that described in Tsiganis et al. (2005).",astro-ph,"Alessandro Morbidelli, Kleomenis Tsiganis, Aurelien Crida, Harold F.
  Levison, Rodney Gomes",2009-06-23
0706.3233,Origin of the X-ray Quasi-Periodic Oscillations and Identification of a   Transient Ultraluminous X-Ray Source in M82,"The starburst galaxy M82 contains two ultraluminous X-ray sources (ULXs), CXOM82 J095550.2+694047 (=X41.4+60) and CXOM82 J095551.1+694045 (=X42.3+59), which are unresolved by XMM-Newton. We revisited the two XMM-Newton observations of M82 and analyzed the surface brightness profiles using the known Chandra source positions. We show that the quasi-periodic oscillations (QPOs) detected with XMM-Newton originate from X41.4+60, the brightest X-ray source in M82. Correcting for the contributions of the unresolved sources, the QPO at a frequency of 55.8+/-1.3 mHz on 2001 May 06 had a fractional rms amplitude of 32%, and the QPO at 112.9+/-1.3 mHz on 2004 April 21 had an amplitude of 21%. The QPO frequency may possibly be correlated with the source flux, similar to the type C QPOs in XTE 1550-564 and GRS 1915+105, but at luminosities two orders of magnitude higher. X42.3+59, the second brightest source in M82, displayed a strikingly high flux of 1.4E-11 ergs/cm^2/s in the 2-10 keV band on 2001 May 6. A seven-year light curve of X42.3+59 shows extreme variability over a factor of 1000; the source is not detected in several Chandra observations. This transient behavior suggests accretion from an unstable disk. If the companion star is massive, as might be expected in the young stellar environment, then the compact object would likely be an IMBH.",astro-ph,"Hua Feng, Philip Kaaret (Univ. of Iowa)",2010-05-25
0711.0907,Precise Half-Life Measurement of the Superallowed beta emitter 10C,"The half-life of 10C has been measured to be 19.310(4)s, a result with 0.02% precision, which is a factor of three improvement over the best previous result. Since 10C is the lightest superallowed 0+ --> 0+ beta emitter, its ft value has the greatest weight in setting an upper limit on the possible presence of scalar currents.",nucl-ex,"V.E. Iacob, J.C. Hardy, V. Golovko, J. Goodwin, N. Nica, H.I. Park, L.
  Trache, R.E. Tribble",2008-11-26
0811.2078,The canonical heat capacity of normal mesoscopic fermion systems: the   temperature evolution and particle number oscillations,The heat capacity (C) of a mesoscopic nonsuperconducting fermion system treated as a canonical ensemble of independent particles is studied in a wide range of particle numbers and temperatures which vary from values close to zero up to the Fermi energy. The temperature evolution of C is naturally divided into four stages. On the first one the heat capacity exponentially increases with temperature and at a resonance temperature reaches either a local maximum or an irregularity in its growth. This resonance temperature being measured can give information concerning the level spacings in the immediate proximity of the Fermi energy. On the second stage the progressive suppression of the level density oscillations takes place. During this stage oscillations of C v.s. particle number N can be distinctly observed. These oscillations give the N-variations of the temperature averaged level density. The growth of C on the third stage of the evolution is governed by the T-linear law if the particle number is large enough (N>1000). It is found that the Sommerfeld factor in the linear law for such small systems shows more complicated N-dependence as compared with large systems where C is strictly proportional to N. For temperatures tending to the Fermi energy the deviations from the T-linearity are evident and at T larger than the Fermi energy (the fourth stage of the evolution) any system attains to the classic Boltzmann-Maxwell limit irrespective of the particle,cond-mat.stat-mech cond-mat.mes-hall,N. K. Kuzmenko and V. M.Mikhajlov,2008-11-14
